date,sleep_hours,study_hours,screen_time,exercise_minutes,mood_score,energy_level,task_difficulty,study_sessions,distractions,goal_completion,subject,productivity_rating
2020-08-30,7.7,6.1,4.6,4.0,6.3,6.8,10,3,5,97.0,Programming,10
2022-07-12,7.5,3.0,8.0,24.0,,,4,2,10,38.0,Business Studies,6
2023-05-28,5.3,8.7,5.2,27.0,6.8,5.2,7,4,5,82.0,Geography,10
2024-07-10,7.3,5.3,5.4,32.0,8.8,7.3,6,6,2,87.0,Business Studies,10
2020-11-08,6.8,4.3,3.1,34.0,5.8,5.4,8,6,4,49.0,Operating Systems,8
2024-05-01,3.5,7.4,1.7,3.0,5.0,4.9,5,2,4,88.0,Quantitative Aptitude,10
2022-01-11,4.2,5.0,5.2,10.0,7.7,6.7,4,4,6,70.0,Business Studies,10
2022-07-08,5.7,2.6,9.7,21.0,5.8,6.7,7,7,6,49.0,Database Systems,9
2022-07-30,7.7,2.4,9.5,13.0,5.3,6.0,8,2,8,30.0,Computer Science,6
2025-02-24,8.1,4.3,3.4,50.0,7.8,9.9,10,6,1,68.0,Computer Networks,10
2020-09-27,5.6,6.4,6.7,14.0,6.2,4.6,9,3,3,77.0,Mathematics,10
2023-01-26,7.8,2.7,10.5,25.0,9.2,7.6,6,7,5,60.0,Reasoning,8
2020-09-21,8.1,7.5,1.8,53.0,,6.6,7,7,2,93.0,Accountancy,10
2020-02-04,8.0,4.0,0.5,34.0,6.9,7.9,6,7,2,68.0,Exam Revision,10
2023-09-18,6.9,4.3,12.339948240133108,70.0,5.9,6.8,6,5,2,58.0,Research,10
2020-11-01,5.4,5.3,6.0,36.0,7.8,5.0,7,6,2,88.0,Programming,10
2025-12-24,7.1,6.9,3.1,47.0,7.2,6.8,9,1,5,88.0,Programming,10
2020-06-23,4.8,5.3,7.3,3.0,5.8,5.5,7,2,5,65.0,Geography,7
2021-07-16,6.3,2.5,9.1,14.0,6.2,6.3,8,4,8,43.0,Mathematics,5
2024-06-21,7.8,7.1,5.1,34.0,6.4,7.1,8,3,3,100.0,Database Systems,10
2022-07-07,5.6,9.0,4.7,2.0,5.6,6.8,4,5,4,95.0,Current Affairs,10
2023-10-02,7.2,10.4,4.7,29.0,6.4,7.6,9,5,2,100.0,Operating Systems,10
2022-06-20,8.3,7.1,2.4,20.0,6.5,7.4,7,1,3,95.0,Electronics,10
2020-06-01,8.0,8.3,2.7,53.0,8.2,8.1,4,1,2,94.0,Current Affairs,10
2025-02-14,6.2,3.4,7.7,49.0,5.8,6.6,3,3,2,54.0,History,8
2023-09-14,6.8,7.4,2.9,4.0,6.7,7.8,7,1,2,100.0,Database Systems,10
2022-07-26,6.1,2.2,5.2,30.0,6.1,5.2,6,3,5,50.0,Reasoning,7
2020-03-13,5.7,1.0,9.1,21.0,6.3,6.9,5,5,10,25.0,Exam Revision,5
2020-07-27,6.9,5.7,6.6,42.0,,5.8,5,2,3,68.0,Exam Revision,10
2024-01-30,7.5,5.8,6.2,18.0,7.1,7.4,9,7,1,81.0,Electronics,10
2023-07-20,6.4,5.6,5.0,32.0,6.8,8.9,4,6,5,71.0,Project Work,10
2022-06-17,7.0,4.8,4.9,21.0,7.9,6.2,6,4,3,67.0,Economics,10
2021-12-08,4.4,12.0,3.9,14.0,7.0,7.2,5,3,4,100.0,Political Science,10
2024-09-18,7.1,7.7,4.5,23.0,8.2,8.0,8,6,3,100.0,Chemistry,10
2022-11-13,6.6,8.2,2.4,42.0,8.1,6.1,8,4,2,100.0,Machine Learning,10
2022-09-10,7.4,4.8,2.7,71.0,10.0,10.0,9,7,2,78.0,Quantitative Aptitude,10
2022-08-31,2.7,10.3,7.4,,4.0,4.9,6,2,7,100.0,Database Systems,10
2022-05-11,5.8,9.7,3.8,21.0,7.5,9.3,2,5,2,100.0,English,10
2020-06-05,7.9,6.7,2.4,51.0,,6.3,7,5,3,97.0,Biology,10
2023-02-02,7.3,1.7,9.6,5.0,8.3,5.8,9,1,6,52.0,Quantitative Aptitude,7
2022-07-07,5.8,7.0,4.6,0.0,6.0,7.1,6,1,3,84.0,Quantitative Aptitude,10
2025-02-12,5.3,5.8,5.7,0.0,5.2,4.6,5,7,5,75.0,Quantitative Aptitude,9
2025-12-13,6.3,4.6,3.5,16.0,6.0,7.6,8,6,1,71.0,Machine Learning,10
2025-05-26,7.2,4.4,2.2,36.0,6.6,6.5,7,1,3,61.0,Accountancy,10
2023-05-14,7.5,3.8,4.5,19.0,6.0,7.5,5,4,5,68.0,Computer Science,10
2022-06-20,6.6,4.8,3.9,12.0,6.6,7.0,6,2,1,74.0,English,10
2023-09-19,7.6,7.0,3.3,,9.2,8.2,4,2,1,96.0,Current Affairs,10
2023-04-18,4.8,8.6,5.2,18.0,6.3,6.0,6,2,3,100.0,Operating Systems,10
2021-12-20,6.9,8.5,3.9,0.0,7.9,5.6,4,7,3,100.0,Exam Revision,10
2020-04-10,5.6,6.4,2.2,33.0,,5.9,6,4,1,90.0,Physics,10
2021-11-25,6.1,7.9,2.6,36.0,7.8,8.4,5,3,1,100.0,Biology,10
2022-09-23,5.0,4.3,3.9,18.0,7.0,5.8,10,3,3,80.0,Computer Networks,10
2020-06-25,7.9,6.0,5.2,49.0,6.9,7.4,9,6,4,92.0,Database Systems,10
2021-05-01,5.9,5.8,5.9,62.0,7.3,6.4,6,2,2,83.0,Data Structures,10
2024-03-17,7.9,5.0,8.7,38.0,8.4,5.9,6,5,2,79.0,Computer Science,10
2023-07-23,8.0,2.7,5.1,32.0,6.2,,10,4,9,44.0,Data Structures,8
2022-12-30,4.4,10.5,5.4,4.0,6.1,7.3,6,5,4,100.0,Chemistry,10
2023-03-23,8.3,5.7,2.9,53.0,9.3,8.1,3,4,2,86.0,Current Affairs,10
2022-06-01,8.0,6.5,4.8,43.0,6.8,8.1,9,1,3,83.0,Physics,10
2022-10-22,7.2,1.9,6.4,25.0,6.2,,8,5,4,48.0,Accountancy,7
2023-08-22,7.6,8.0,3.5,25.0,8.4,6.9,9,4,1,99.0,Quantitative Aptitude,10
2024-05-05,7.8,7.7,1.4,56.0,7.2,8.6,8,2,3,95.0,Mathematics,10
2025-05-15,7.0,8.7,2.4,31.0,7.0,7.1,7,7,0,100.0,Physics,10
2024-11-16,7.0,5.0,4.5,21.0,7.0,8.0,6,3,4,56.0,Engineering Mathematics,10
2024-06-12,6.3,8.2,6.9,28.0,5.9,6.6,6,5,1,99.0,Computer Science,10
2023-07-06,5.7,11.6,5.3,13.0,6.1,6.9,10,7,6,100.0,Physics,10
2023-04-26,6.6,1.5,9.2,11.0,7.2,7.3,5,7,5,34.0,Reasoning,6
2025-02-19,7.7,3.5,2.1,25.0,7.4,7.9,7,7,1,61.0,Geography,10
2024-06-13,7.4,2.6,10.3,16.0,5.5,3.6,7,5,9,54.0,Physics,3
2020-03-11,7.1,2.3,7.7,20.0,7.7,7.5,7,2,7,44.0,Quantitative Aptitude,8
2023-12-14,6.8,10.5,4.3,31.0,6.9,9.5,3,1,2,100.0,Current Affairs,10
2022-05-15,6.5,3.5,4.3,32.0,7.3,5.7,7,6,3,55.0,Data Structures,10
2021-03-08,5.5,7.0,4.6,51.0,7.2,7.0,4,7,3,100.0,Business Studies,10
2022-08-17,8.6,4.8,5.7,36.0,8.4,8.0,5,1,2,72.0,Current Affairs,10
2020-07-25,5.6,0.7,12.6,,5.6,4.8,6,6,7,27.0,Programming,4
2023-02-14,6.8,5.7,4.5,34.0,8.6,6.6,7,2,5,80.0,Geography,10
2020-03-25,7.2,2.8,4.4,16.0,7.7,8.9,10,6,6,51.0,Mathematics,8
2025-01-22,6.1,2.9,1.0,15.0,6.9,6.7,6,2,3,60.0,English,10
2023-11-11,5.5,0.5,7.6,38.0,7.7,5.9,5,4,9,15.0,Current Affairs,4
2024-02-29,4.7,6.0,5.0,0.0,7.5,7.9,6,5,6,67.0,Electronics,10
2025-07-14,7.7,6.8,15.705366384271425,30.0,7.8,5.4,6,4,1,88.0,Project Work,10
2025-11-26,7.2,10.0,5.2,29.0,6.8,7.5,8,7,3,100.0,Computer Networks,10
2023-03-31,6.9,4.4,6.0,25.0,9.0,6.9,6,5,3,68.0,Chemistry,10
2023-03-19,6.7,4.4,15.651724834757612,24.0,6.2,5.7,9,4,4,64.0,Accountancy,10
2021-08-08,8.2,5.0,4.8,52.0,9.5,6.8,4,6,2,77.0,History,10
2023-12-10,,2.8,3.5,36.0,6.7,7.7,8,5,1,47.0,Engineering Mathematics,9
2022-05-18,6.9,7.1,4.0,40.0,6.1,7.6,10,3,3,93.0,Data Structures,10
2020-06-28,7.2,4.0,3.4,31.0,7.3,6.3,8,2,3,46.0,Chemistry,10
2025-09-18,7.1,2.4,3.3,38.0,7.0,7.2,8,2,2,40.0,Accountancy,9
2022-12-29,5.0,6.1,4.1,4.0,5.8,6.2,7,6,1,89.0,Programming,10
2025-02-18,8.6,7.5,4.4,54.0,8.2,9.1,10,7,1,91.0,Computer Networks,10
2023-08-16,4.1,4.5,8.6,12.0,4.4,5.3,7,4,9,47.0,Geography,5
2021-07-18,,5.5,2.9,54.0,7.7,8.4,6,5,3,68.0,Electronics,10
2022-10-12,8.1,7.7,5.2,46.0,8.8,6.8,7,7,1,100.0,Chemistry,10
2022-12-10,7.9,6.3,3.3,50.0,6.6,8.8,7,7,1,81.0,History,10
2021-11-19,8.5,7.6,4.3,80.0,8.7,7.4,6,5,3,98.0,Computer Science,10
2022-08-05,7.6,2.5,8.0,37.0,5.6,5.0,3,3,10,27.0,History,6
2020-07-18,5.6,6.3,3.1,2.0,7.1,7.2,8,2,3,82.0,Machine Learning,10
2021-07-02,8.7,7.4,3.8,,6.7,8.6,4,1,0,100.0,Project Work,10
2021-12-27,6.1,11.2,5.0,4.0,5.7,6.5,4,5,3,100.0,Project Work,10
2023-02-22,8.4,3.7,9.4,29.0,6.6,7.9,9,4,6,45.0,Computer Science,10
2025-04-04,,9.4,3.1,20.0,8.5,6.9,7,1,0,100.0,Exam Revision,10
2023-07-18,7.3,9.1,3.5,0.0,5.6,5.9,6,3,4,100.0,Programming,10
2022-11-28,5.5,6.5,5.9,2.0,6.9,5.8,6,4,3,75.0,Geography,10
2025-10-04,7.4,8.4,3.6,92.0,8.6,7.0,10,3,2,100.0,Mathematics,10
2022-07-02,8.2,5.7,2.9,47.0,9.1,8.1,4,4,2,93.0,Reasoning,10
2023-01-27,,3.9,4.9,34.0,5.9,6.8,9,7,4,65.0,Computer Science,9
2022-12-28,4.1,9.2,5.3,7.0,6.9,4.7,6,7,3,97.0,Computer Networks,10
2022-01-23,7.4,6.6,1.7,75.0,8.0,8.3,9,2,1,86.0,Accountancy,10
2023-01-20,7.1,4.8,3.7,27.0,6.7,7.7,6,4,1,72.0,Chemistry,10
2021-01-20,6.3,8.2,2.9,76.0,8.1,6.3,5,4,1,100.0,Quantitative Aptitude,10
2024-07-03,7.2,4.1,4.5,54.0,8.5,7.7,7,2,3,60.0,Programming,10
2025-07-25,6.8,2.3,8.8,9.0,5.6,4.5,9,6,8,30.0,Data Structures,4
2021-06-25,8.4,4.2,4.6,25.0,9.1,,7,5,3,84.0,Computer Networks,10
2021-01-01,6.3,4.9,2.7,20.0,,7.4,2,2,1,80.0,English,10
2025-03-03,7.5,3.8,1.5,0.0,7.7,8.7,7,6,2,72.0,Operating Systems,10
2022-02-12,7.2,5.0,5.2,50.0,9.1,6.9,8,5,2,75.0,Project Work,10
2022-06-16,4.7,4.1,7.5,0.0,6.1,5.3,6,7,5,60.0,Chemistry,7
2023-08-09,7.9,6.7,3.5,18.0,6.2,7.1,5,3,4,75.0,Accountancy,10
2023-05-23,7.2,8.5,3.8,42.0,7.6,6.1,7,1,2,100.0,Political Science,10
2024-11-14,6.5,7.1,5.2,30.0,6.9,5.4,7,3,5,89.0,Political Science,10
2024-08-27,7.7,10.3,4.4,39.0,5.8,8.5,6,7,3,100.0,Chemistry,10
2021-10-21,7.4,9.6,15.388200188741827,14.0,7.4,8.1,8,5,2,100.0,Mathematics,10
2023-05-13,8.0,6.0,3.8,52.0,7.1,8.5,9,4,3,80.0,Computer Networks,10
2021-10-10,,7.0,2.3,50.0,8.4,8.8,5,2,0,96.0,Quantitative Aptitude,10
2022-10-20,8.7,8.2,1.7,42.0,8.3,8.8,6,3,0,100.0,Operating Systems,10
2024-01-03,8.2,4.9,4.0,,8.7,7.1,5,3,1,63.0,Quantitative Aptitude,10
2022-04-21,6.9,6.5,4.3,11.0,6.6,6.6,7,2,1,97.0,Database Systems,10
2024-12-13,5.2,6.0,4.0,32.0,5.6,7.4,5,4,5,63.0,History,10
2020-08-24,5.3,5.5,7.5,1.0,5.0,5.6,5,6,5,69.0,Accountancy,9
2020-12-03,,9.6,2.0,39.0,7.8,9.2,7,6,1,100.0,Accountancy,10
2021-02-18,6.1,7.6,3.4,5.0,5.5,6.8,10,4,5,88.0,Machine Learning,10
2024-03-07,7.0,7.2,3.2,64.0,6.8,8.0,6,3,2,93.0,Quantitative Aptitude,10
2020-03-15,8.5,8.3,3.2,43.0,8.3,8.3,9,2,3,100.0,Engineering Mathematics,10
2021-01-05,4.5,10.0,2.2,11.0,8.8,7.1,4,6,2,100.0,Business Studies,10
2022-02-08,6.0,6.6,7.5,,5.1,5.8,8,6,10,68.0,Operating Systems,8
2022-12-06,7.0,8.9,2.6,47.0,5.8,7.5,6,2,2,88.0,Current Affairs,10
2021-09-09,3.9,7.6,5.7,0.0,4.4,3.5,8,2,4,83.0,Project Work,10
2024-01-25,,1.7,4.2,29.0,7.4,8.0,8,2,4,52.0,Machine Learning,9
2022-07-07,5.1,4.2,6.8,18.0,7.2,5.9,7,2,4,57.0,Political Science,8
2023-01-02,9.1,6.3,6.0,37.0,8.0,8.1,6,3,1,92.0,Database Systems,10
2025-05-13,5.2,8.3,4.6,29.0,7.0,7.5,9,7,4,100.0,Physics,10
2023-02-24,8.0,2.9,6.2,26.0,5.3,,6,2,9,45.0,Operating Systems,7
2023-08-26,4.7,6.5,7.0,6.0,5.2,6.8,7,3,5,61.0,Database Systems,9
2025-01-05,8.1,4.7,5.3,51.0,7.7,6.3,3,4,5,64.0,Political Science,10
2020-04-24,4.9,7.2,4.3,38.0,7.2,9.3,5,1,4,95.0,Accountancy,10
2020-02-25,6.8,3.2,8.6,12.0,,6.0,6,4,10,42.0,Business Studies,6
2023-01-21,7.9,4.0,1.9,23.0,6.6,6.9,4,5,1,85.0,Political Science,10
2021-09-17,4.8,7.1,5.3,15.0,6.6,6.3,2,7,5,91.0,English,10
2025-02-23,6.1,7.7,5.1,17.0,6.3,5.6,3,6,4,98.0,English,10
2022-03-20,8.2,5.4,6.9,32.0,7.5,7.0,8,6,5,64.0,Operating Systems,10
2021-09-08,5.9,1.9,7.5,17.0,7.0,6.7,8,1,6,47.0,Database Systems,6
2020-04-25,7.5,5.2,2.1,61.0,8.1,8.8,8,2,1,83.0,Engineering Mathematics,10
2020-05-12,8.0,7.8,5.7,11.0,5.7,9.1,7,3,5,95.0,Computer Networks,10
2022-08-24,7.8,6.4,1.9,42.0,8.7,8.1,7,6,0,93.0,Chemistry,10
2021-05-26,7.2,8.5,3.5,47.0,8.1,7.6,5,1,1,99.0,History,10
2025-05-27,7.3,4.7,5.7,2.0,4.5,4.8,6,4,10,58.0,Database Systems,8
2022-04-18,6.7,4.3,3.5,39.0,7.5,6.8,4,3,1,76.0,Geography,10
2024-04-07,8.3,6.2,5.7,9.0,7.9,7.2,6,3,2,91.0,Geography,10
2024-07-17,7.5,2.1,9.8,21.0,6.1,7.7,3,7,10,35.0,Exam Revision,6
2024-09-17,5.6,6.5,3.9,60.0,7.2,5.6,8,6,1,92.0,Mathematics,10
2020-12-05,7.4,2.4,5.8,50.0,6.2,7.8,5,7,5,46.0,Project Work,9
2023-02-15,8.6,2.0,5.2,33.0,8.1,7.9,6,1,4,49.0,Economics,10
2024-08-12,6.4,4.9,5.3,21.0,4.4,6.2,9,7,3,69.0,Machine Learning,10
2020-02-26,5.1,3.0,3.0,8.0,6.5,5.7,6,4,6,44.0,History,8
2020-05-13,7.9,10.5,2.4,33.0,10.0,6.6,10,6,5,100.0,Electronics,10
2021-07-04,7.2,5.9,5.3,21.0,,7.6,4,4,5,86.0,Political Science,10
2022-12-15,7.9,5.6,5.0,39.0,6.7,6.9,7,2,2,75.0,Computer Networks,10
2025-05-11,8.1,9.2,4.4,37.0,7.5,7.4,10,7,0,100.0,Engineering Mathematics,10
2024-07-22,8.7,6.3,1.2,,10.0,9.9,6,1,1,81.0,Physics,10
2023-08-01,7.7,3.4,4.9,50.0,,8.4,6,5,2,75.0,Electronics,10
2020-11-03,8.1,5.5,3.5,42.0,7.4,7.4,7,5,3,85.0,Biology,10
2020-10-25,8.2,6.2,2.8,18.0,7.6,8.1,8,5,3,84.0,Mathematics,10
2022-08-14,6.9,5.7,3.4,29.0,5.6,6.9,8,1,5,78.0,Biology,10
2025-07-15,5.4,4.0,1.8,38.0,5.9,6.6,6,1,4,74.0,Project Work,10
2020-06-17,7.9,9.1,2.3,40.0,8.6,8.1,9,4,4,100.0,Database Systems,10
2024-08-29,7.6,0.5,6.2,16.0,7.6,7.3,2,2,2,50.0,Current Affairs,9
2025-02-18,6.7,2.1,3.6,25.0,,6.6,10,6,1,34.0,Physics,7
2024-06-04,,1.7,10.1,12.0,5.1,6.6,8,4,10,29.0,Operating Systems,3
2022-06-08,4.8,9.7,6.2,10.0,6.8,5.2,7,2,4,96.0,Physics,10
2023-09-10,8.4,2.3,3.0,0.0,4.8,6.3,6,2,5,50.0,History,9
2025-02-04,5.6,6.2,4.9,40.0,6.4,7.1,6,3,2,89.0,Research,10
2021-12-29,7.5,6.2,3.2,30.0,5.6,7.1,6,3,5,81.0,Quantitative Aptitude,10
2025-11-22,7.9,6.2,2.9,67.0,7.9,8.6,5,5,2,94.0,Political Science,10
2025-01-23,7.9,8.7,4.5,36.0,6.8,8.7,6,3,3,100.0,Economics,10
2025-02-28,6.3,3.6,3.9,13.0,7.0,5.2,8,3,3,58.0,Computer Science,9
2023-01-04,7.7,5.6,4.7,62.0,6.0,7.3,8,1,2,78.0,Electronics,10
2022-09-08,8.0,8.5,5.5,24.0,7.3,7.1,10,2,5,97.0,Machine Learning,10
2021-08-18,9.0,5.7,4.6,30.0,7.8,8.3,5,6,3,75.0,Quantitative Aptitude,10
2024-10-07,4.7,9.9,8.3,20.0,5.9,4.4,8,3,3,100.0,Quantitative Aptitude,10
2025-02-17,7.7,5.1,4.9,34.0,6.6,8.5,6,1,5,72.0,Current Affairs,10
2023-02-28,7.9,7.9,3.1,43.0,6.9,9.3,3,3,0,100.0,Geography,10
2021-01-10,6.3,3.4,6.8,23.0,7.7,5.5,8,5,2,70.0,Physics,9
2021-10-14,5.2,9.6,4.0,16.0,6.8,4.8,6,2,5,100.0,Electronics,10
2024-09-21,8.7,1.3,7.4,45.0,9.2,8.3,3,6,1,49.0,Business Studies,10
2021-03-18,5.8,7.3,2.7,0.0,6.5,6.1,5,2,4,100.0,Database Systems,10
2020-09-26,3.8,5.8,3.1,10.0,6.5,4.9,5,4,3,80.0,Chemistry,10
2023-04-30,5.9,0.5,12.4,40.0,8.1,5.7,5,4,6,29.0,Political Science,5
2025-01-28,7.5,6.5,4.3,0.0,8.7,,6,5,1,91.0,Accountancy,10
2024-10-14,7.2,5.3,5.8,32.0,6.7,8.0,7,6,5,65.0,Economics,10
2021-07-22,6.9,5.3,7.5,23.0,8.6,7.7,3,5,2,83.0,Business Studies,10
2020-06-28,9.0,7.4,3.0,63.0,8.3,8.9,9,3,0,100.0,Mathematics,10
2022-02-21,7.5,1.6,2.2,19.0,5.7,8.3,6,6,7,44.0,Reasoning,7
2025-12-09,8.0,8.4,1.8,49.0,7.6,7.1,9,4,1,82.0,Operating Systems,10
2025-08-02,8.1,5.7,3.4,38.0,7.1,6.9,7,7,0,71.0,Database Systems,10
2021-07-21,5.6,9.0,1.1,10.0,5.0,6.3,7,7,4,99.0,Engineering Mathematics,10
2021-11-11,7.5,10.9,3.6,7.0,9.1,8.6,10,1,3,100.0,Research,10
2025-05-06,7.1,4.9,4.0,0.0,8.0,6.5,6,1,3,60.0,Quantitative Aptitude,10
2022-09-24,10.0,4.4,2.4,29.0,8.6,9.2,8,2,0,66.0,Mathematics,10
2024-05-10,7.5,10.9,1.7,30.0,7.1,6.3,7,6,1,100.0,History,10
2020-11-20,7.2,11.1,2.1,42.0,8.1,7.7,10,7,0,100.0,Mathematics,10
2024-10-17,7.8,7.0,2.5,21.0,7.5,,7,1,0,100.0,Computer Networks,10
2022-04-23,8.5,5.9,0.5,37.0,7.3,9.0,7,7,0,88.0,Data Structures,10
2022-01-07,5.4,9.3,3.9,32.0,5.9,7.0,6,5,3,94.0,Quantitative Aptitude,10
2022-09-27,8.3,5.1,3.1,1.0,8.9,7.2,5,6,3,76.0,Chemistry,10
2024-07-06,8.0,5.4,3.7,31.0,6.4,9.1,6,1,2,82.0,Exam Revision,10
2024-06-08,5.7,4.7,5.9,46.0,5.9,6.7,6,6,4,67.0,Economics,9
2022-10-08,8.1,6.8,8.2,34.0,5.7,8.0,3,2,5,91.0,Current Affairs,10
2021-11-18,4.7,3.3,8.6,26.0,6.7,7.3,4,1,5,41.0,Political Science,7
2022-09-22,4.9,4.9,1.6,16.0,7.4,6.6,6,5,1,69.0,Reasoning,10
2021-11-02,7.1,1.8,5.2,2.0,5.8,6.1,7,7,7,47.0,Reasoning,7
2025-12-16,6.4,4.9,3.5,19.0,6.4,6.9,8,5,1,78.0,Biology,10
2021-01-21,5.9,3.0,7.1,24.0,6.2,8.2,4,3,6,47.0,Political Science,8
2024-11-14,6.9,3.0,5.6,26.0,7.0,6.9,5,5,4,59.0,Database Systems,10
2024-09-29,7.1,3.8,6.8,42.0,7.1,7.1,7,3,2,58.0,Political Science,10
2024-05-23,7.9,8.0,3.0,44.0,8.5,7.7,10,7,4,97.0,Research,10
2020-05-11,7.1,3.1,4.5,11.0,6.4,5.3,6,4,6,34.0,Mathematics,7
2020-01-12,5.8,3.0,11.8,37.0,5.4,6.7,10,3,6,46.0,Data Structures,7
2024-08-09,6.4,1.3,6.9,19.0,4.8,6.0,5,5,8,30.0,Economics,4
2024-10-22,7.2,9.6,3.0,52.0,7.7,8.6,7,4,2,100.0,Computer Networks,10
2020-06-21,8.3,4.6,5.5,29.0,8.8,7.0,6,4,1,85.0,Current Affairs,10
2022-11-08,9.0,8.2,2.8,26.0,,9.4,5,4,4,100.0,Business Studies,10
2024-12-23,6.2,9.2,4.7,56.0,7.1,8.1,5,7,1,100.0,Computer Science,10
2024-09-14,6.1,4.7,4.5,24.0,5.3,7.3,3,7,2,65.0,Geography,10
2021-10-18,4.4,7.9,4.2,22.0,7.0,5.6,9,1,4,94.0,Research,10
2022-11-06,7.9,5.3,3.3,24.0,8.4,5.8,5,1,1,89.0,Current Affairs,10
2025-06-19,6.7,2.3,9.5,24.0,6.9,5.0,6,6,9,45.0,Operating Systems,6
2023-05-15,6.0,1.8,9.5,20.0,8.7,6.6,6,1,5,39.0,English,7
2020-12-24,7.4,4.0,5.3,55.0,8.1,7.5,6,3,4,59.0,Project Work,10
2020-03-30,5.9,4.8,8.2,15.0,7.3,6.1,9,6,6,65.0,Electronics,9
2023-09-01,6.4,5.2,5.2,17.0,6.7,5.9,9,5,2,82.0,Programming,10
2024-04-22,8.4,8.2,4.1,78.0,9.1,7.8,3,2,3,100.0,Business Studies,10
2021-06-23,6.3,6.1,4.3,11.0,7.0,5.8,6,2,4,88.0,Computer Networks,10
2023-04-02,6.6,6.6,2.0,61.0,8.6,7.5,7,4,0,100.0,Computer Networks,10
2024-12-09,8.4,3.0,6.4,8.0,8.1,7.9,6,3,6,59.0,Chemistry,10
2021-12-10,7.8,9.4,3.1,36.0,6.4,7.8,4,3,0,100.0,Reasoning,10
2023-08-24,6.0,5.9,5.8,20.0,5.4,4.8,4,5,5,83.0,Political Science,10
2022-01-12,7.7,5.9,2.6,16.0,7.2,8.2,6,7,3,71.0,Physics,10
2024-08-29,7.6,2.7,3.9,8.0,8.4,6.2,9,6,8,40.0,Computer Networks,9
2024-10-07,7.8,4.4,5.1,17.0,5.6,7.9,7,7,5,62.0,Electronics,10
2021-12-06,7.5,7.2,3.8,24.0,5.1,8.7,6,5,4,76.0,Database Systems,10
2022-04-15,7.1,7.8,7.6,38.0,9.3,5.0,8,1,4,94.0,Quantitative Aptitude,10
2025-11-18,7.0,3.8,4.1,50.0,5.7,7.2,7,6,3,62.0,Geography,10
2020-11-02,6.4,4.9,7.8,17.0,7.0,7.3,5,7,5,64.0,Current Affairs,10
2021-10-08,8.4,6.8,4.3,24.0,6.8,8.1,8,7,3,91.0,Quantitative Aptitude,10
2024-07-02,7.4,4.7,3.2,43.0,6.7,7.1,4,6,1,85.0,History,10
2023-08-27,4.8,6.0,5.1,11.0,5.9,6.0,6,7,3,73.0,Chemistry,10
2022-04-15,5.9,11.1,5.2,6.0,6.9,7.1,5,7,5,100.0,Exam Revision,10
2022-09-21,5.5,5.1,4.7,21.0,5.2,,9,7,4,61.0,Quantitative Aptitude,9
2023-12-29,8.0,8.0,1.6,44.0,9.5,7.1,6,7,4,100.0,Programming,10
2023-05-08,6.2,10.0,4.5,44.0,8.7,6.5,7,5,3,100.0,Engineering Mathematics,10
2025-04-14,5.7,7.3,4.8,26.0,6.2,8.2,7,3,3,92.0,Computer Networks,10
2022-11-24,6.5,9.1,5.0,20.0,5.5,6.1,8,1,4,90.0,Programming,10
2025-01-04,5.8,6.2,4.1,0.0,7.9,5.6,3,3,3,92.0,Current Affairs,10
2021-11-28,4.0,10.6,2.4,15.0,6.0,6.7,4,4,2,98.0,Political Science,10
2020-03-14,6.4,3.1,6.0,8.0,8.8,4.9,7,3,2,59.0,Business Studies,9
2022-04-15,4.9,8.4,6.3,0.0,4.3,4.9,7,6,4,86.0,Data Structures,10
2021-02-12,5.8,2.2,9.4,15.0,7.5,7.8,7,1,8,53.0,Electronics,7
2020-12-07,8.2,8.3,0.7,44.0,8.0,7.5,9,3,1,100.0,Accountancy,10
2025-03-29,3.9,4.4,8.9,13.0,6.7,5.0,7,4,5,67.0,Database Systems,7
2020-06-29,,4.9,6.8,48.0,8.7,8.0,6,7,2,74.0,Economics,10
2020-08-22,7.4,5.3,3.0,58.0,6.8,7.0,3,2,1,67.0,History,10
2025-05-02,7.6,11.2,3.8,5.0,6.8,6.7,6,1,3,100.0,Data Structures,10
2024-08-27,4.2,8.7,6.0,3.0,5.2,5.6,5,5,6,98.0,Reasoning,10
2023-06-11,7.1,6.6,1.8,76.0,8.2,9.0,6,6,4,90.0,Reasoning,10
2024-07-07,5.5,9.7,3.5,33.0,8.1,6.0,4,7,2,100.0,English,10
2023-12-14,6.6,7.1,4.6,33.0,7.6,5.2,8,2,5,83.0,Research,10
2023-06-10,5.0,6.3,5.0,9.0,5.2,6.2,5,3,2,88.0,Biology,10
2020-05-18,8.0,9.4,2.4,53.0,7.8,7.0,9,4,3,100.0,Computer Networks,10
2023-04-16,5.8,3.4,7.3,31.0,5.5,5.2,9,6,8,49.0,Mathematics,3
2020-05-25,4.8,8.8,4.7,0.0,6.6,4.6,10,6,3,100.0,Data Structures,10
2020-02-09,7.7,6.0,4.9,57.0,9.3,7.4,6,1,2,89.0,Biology,10
2020-09-03,8.3,7.5,2.4,26.0,9.0,7.7,6,1,3,93.0,Business Studies,10
2021-07-06,6.7,5.4,4.1,6.0,7.8,6.4,5,4,5,67.0,Biology,10
2024-05-19,7.9,7.5,1.9,75.0,7.0,8.1,7,3,2,85.0,Accountancy,10
2024-02-04,5.4,7.9,5.3,17.0,6.3,5.3,5,4,5,98.0,Programming,10
